subject_id,sentence_id,text,n_channels,sfreq,ai_valence,ai_arousal,eeg_faa,eeg_alpha_suppression
ZAB,0,"He won the Gold Medal of the Royal Astronomical Society in 1892, and also later served as president of that organization.",105,500,0.9983410835266113,0.0265,-18.834512305327276,16.999267140587353
ZAB,1,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.",105,500,0.9888749122619629,-0.014608695652173919,-19.094536801945292,7.030479250149
ZAB,2,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,105,500,0.9988358616828918,0.1246153846153846,-17.860883541773926,11.689677050920562
ZAB,3,The book was awarded the 1957 Pulitzer Prize for Biography.,105,500,0.998002827167511,-0.11316666666666665,-19.27108839497031,7.088723101981187
ZAB,4,"The Foundation has grown immensely and, by 1950, had become national and international in scope.",105,500,0.9997850060462952,-0.0461,-19.132902503502315,9.439087963347209
ZAB,5,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",105,500,0.9975858926773071,0.04453333333333334,-18.324315883411288,12.044190542319033
ZAB,6,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system.",105,500,0.9975553154945374,0.08543333333333335,-19.249279216097037,6.378114023018704
ZAB,7,"He was twice nominated for an Academy Award for Best Supporting Actor, the first for his role in the 1943 film, Sahara then for his performance in the 1945 film, A Medal for Benny for which he won the Golden Globe Award for Best Supporting Actor - Motion Picture.",105,500,0.9959263801574707,0.013575757575757567,-18.830851074189773,10.441788939222542
ZAB,8,"In recognition of his work with electricity, Franklin was elected a Fellow of the Royal Society and received its Copley Medal in 1753.",105,500,0.9987504482269287,0.028230769230769226,-18.54570637146803,9.052362527872251
ZAB,9,"In 1991 he was awarded the Presidential Medal of Freedom for ""preserving America's defenses at a time of great change around the world.""",105,500,0.9995391368865967,-0.0031333333333333304,-18.522743056722568,9.541012596493513
ZAB,10,His support abated as the United States entered WWII.,105,500,-0.9678842425346375,-0.06466666666666666,-19.154057282660332,11.092864904228726
ZAB,11,"PFC Fernando Luis Garcia (October 14, 1929 - September 5, 1952), born in Utuado, Puerto Rico, was a member of the United States Marines and the first Puerto Rican who was awarded the Medal of Honor.",105,500,0.9930599927902222,-0.02584615384615385,-19.052296308168835,5.081130454078012
ZAB,12,Received the Presidential Medal of Freedom in 1977.,105,500,0.9990973472595215,0.0764,-19.133231047796574,8.277175209142692
ZAB,13,Confidential (1997) for which she received an Academy Award for Best Supporting Actress.,105,500,0.9988172650337219,0.028200000000000003,-18.737584890928296,7.3981526375578435
ZAB,14,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",105,500,0.9990129470825195,-0.0020882352941176425,-19.319466721005014,7.3123449021833355
ZAB,15,"The same year, they were each awarded by one of the UN's own Human Rights Prizes.",105,500,0.6687880158424377,-0.2008,-18.18843820179923,14.527504205362675
ZAB,16,He won a Nobel Prize in Chemistry in 1928.,105,500,0.9980937838554382,0.18866666666666668,-19.12732144464666,7.689922545579572
ZAB,17,"On May 26, 1943, Edsel Ford died, leaving a vacancy in the company presidency.",105,500,-0.9961230158805847,-0.06825,-18.384836598522565,13.032754461240907
ZAB,18,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",105,500,0.9994057416915894,0.013117647058823529,-19.458305886254067,6.363519714404327
ZAB,19,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",105,500,0.983767032623291,-0.05909090909090908,-17.47408491054927,16.124904218707023
ZAB,20,He also was awarded the Presidential Medal of Freedom.,105,500,0.9985507130622864,0.06099999999999999,-18.43945350699188,13.178083505129905
ZAB,21,"In 1971, Coppola won an Academy Award for his screenplay for Patton.",105,500,0.9990872144699097,0.0496,-19.363245298498313,6.455239561965544
ZAB,22,"However, his name as a filmmaker was made as the co-writer and director of The Godfather (1972) and The Godfather Part II (1974), which both won the Academy Award for Best Picture - the latter being the first sequel to do so.",105,500,0.9926464557647705,-0.044230769230769226,-18.79789163888593,12.30945594282962
ZAB,23,"While The Godfather Part II won the Oscar, The Conversation won the 1974 Palme d'Or at the Cannes Film Festival.",105,500,0.9990301132202148,-0.01857142857142858,-18.99502466814568,8.392721368443171
ZAB,24,This led to his being hired by Westinghouse company to service their steam engines.,105,500,-0.990298330783844,0.0683,-19.141613604788912,5.951497122094105
ZAB,25,"Clinton received a B.S.F.S. degree from the Edmund A. Walsh School of Foreign Service at Georgetown University in Washington DC, where he became a brother of Alpha Phi Omega, worked for Senator J. William Fulbright, was elected to Phi Beta Kappa and won a Rhodes Scholarship to the University of Oxford (at the University College, Oxford) in England.",105,500,0.9869820475578308,-0.057999999999999996,-19.179516072318325,7.756960387498368
ZAB,26,He won the Gold Medal of the Royal Astronomical Society in 1841.,105,500,0.9959459900856018,0.07628571428571429,-19.343877479237012,6.975739625477854
ZAB,27,"There he published tables of atmospheric refraction based on Bradley's observations, which won him the Lalande Prize from the Institut de France.",105,500,0.9963603615760803,0.013833333333333336,-18.902122637540327,8.417671701289116
ZAB,28,In 1923 he was awarded the inaugural Bucher Memorial Prize by the American Mathematical Society.,105,500,0.9971603155136108,0.014124999999999999,-18.992400871634285,9.580700393191407
ZAB,29,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",105,500,0.9985513091087341,0.02505263157894737,-19.29985951187685,7.553437674150266
ZAB,30,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.",105,500,0.9984548091888428,0.12625,-18.958799712695992,8.719125829536306
ZAB,31,He has also made notable appearances on television.,105,500,0.9942224621772766,0.05816666666666668,-18.96513322857713,7.876916500670664
ZAB,32,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",105,500,0.9965618252754211,0.014086956521739125,-19.08860421362387,10.461655567720683
ZAB,33,"As a soldier, he led a famous cavalry charge in the Battle of San Juan Hill in 1898 for which he was posthumously awarded the Congressional Medal of Honor in 2001 by President Bill Clinton, making Roosevelt the only President to have received the award as of 2005.",105,500,0.9980910420417786,0.08916666666666666,-19.758145915770058,5.471588084301844
ZAB,34,"Roosevelt was also influential in spearheading the construction of the Panama Canal, and for his mediation in the Russo-Japanese War of 1905, he was awarded the Nobel Peace Prize in 1906.",105,500,0.9993599057197571,0.0073750000000000066,-19.200610762357737,4.758778940530805
ZAB,35,He was the first American to win a Nobel Prize in any category.,105,500,0.9987164735794067,0.05128571428571428,-19.422222970880384,5.017107492004639
ZAB,36,"Reynolds was nominated for an Academy Award for Best Actress following her performance in The Unsinkable Molly Brown (1964), a Golden Globe for The Debbie Reynolds Show on television (1970), a Golden Globe for the motion picture Mother (1997), and a Blockbuster Entertainment Award for In & Out (1997).",105,500,0.9993693232536316,0.008517241379310337,-19.24252886256966,5.428874296982248
ZAB,37,In 1997 she received the Lifetime Achievement Award in Comedy.,105,500,0.9994649291038513,0.24120000000000003,-18.285835986085512,11.07973107030298
ZAB,38,Her sister Betty sang in a duo with Rosemary for much of her early career.,105,500,0.9971010088920593,-0.07039999999999999,-18.80411220680295,9.427052573628664
ZAB,39,"A special military decoration, the Dewey Medal, was also named in his honor.",105,500,0.9937793612480164,0.090375,-19.629122883653167,5.146020130221262
ZAB,40,"A screen legend, Hepburn holds the records for the most Oscars (4) and also Best Actress nominations (12).",105,500,0.9996665716171265,-0.03875000000000001,-19.451125464528072,4.266571036194155
ZAB,41,"Hepburn won an Emmy Award in 1975 for her lead role in Love Among the Ruins, and was nominated for four other Emmys and two Tony Awards during the course of her more than 70-year acting career.",105,500,0.9988435506820679,0.023090909090909096,-19.270276705507477,5.953965332020436
ZAB,42,He was also a fan of hockey and was inducted into the United States Hockey Hall of Fame in 1993.,105,500,0.9995049238204956,0.06342857142857142,-17.85242209058671,13.769611733079783
ZAB,43,Bush served in the French and Indian Wars as a soldier between 1755 and 1757.,105,500,0.914309024810791,-0.0932857142857143,-18.87384759466228,11.504760963569735
ZAB,44,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",105,500,0.9984142780303955,0.051000000000000004,-19.20214586773196,8.640071033719368
ZAB,45,"Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.",105,500,0.9988779425621033,-0.0116,-19.16994733110297,9.537408711184645
ZAB,46,"In 1989, he earned a Juris Doctor (J.D.) degree from New York University Law School.",105,500,0.9411563873291016,-0.0067500000000000025,-18.64649818304719,10.60769505974764
ZAB,47,"During his stay in prison, he rediscovered the Bible, learned Greek, and became a student of Christian theology at Oxford University.",105,500,0.9871054887771606,-0.06349999999999999,-18.46937389814469,8.687371211326333
ZAB,48,"Born in Dublin to William Aitken (himself a Conservative MP) and Penelope Aitken, daughter of John Maffey, 1st Baron Rugby, he attended Eton College and read law at Christ Church, Oxford.",105,500,0.9095776677131653,-0.07244444444444444,-18.523322310971913,13.06911273429301
ZAB,49,"He was educated at the Bury St Edmunds grammar school and at Trinity College, Dublin, studied law for a short time after 1624 at the Inner Temple, London, accompanied the ill-fated expedition of the duke of Buckingham for the relief of the Protestants of La Rochelle, and then travelled in Italy and the Levant, returning to England in 1629.",105,500,0.6899914741516113,-0.07858823529411765,-19.666679019009912,5.88816495662843
ZAB,50,"Dole graduated from High School in the spring of 1941, and enrolled at the University of Kansas the following Autumn.",105,500,0.9325552582740784,-0.03983333333333333,-19.231294372844715,5.385620544855247
ZAB,51,Three other children had been born to them but had died young.,105,500,-0.9921098351478577,-0.15555555555555556,-18.98297448719528,11.145634565076005
ZAB,52,"After the war, Dole continued to study law, and eventually earned his Law Degree from Washburn University in 1952.",105,500,0.9260636568069458,-0.014692307692307695,-19.392111057898433,5.389291374579855
ZAB,53,from Dartmouth College in 1809 and an A.M. from Dartmouth in 1812.,105,500,0.8087871670722961,-0.0165,-19.605033496316395,4.024960093390652
ZAB,54,He began to learn mathematics around age twelve.,105,500,0.9664409756660461,-0.132,-18.476028780575525,12.38168295804272
ZAB,55,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.",105,500,0.9928790926933289,-0.11985714285714286,-17.87257368480066,10.264758814186694
ZAB,56,"He was a first round draft pick in 1992, out of Georgia Tech.",105,500,0.9758864641189575,-0.065,-18.45805796309411,10.323005623290118
ZAB,57,"Jon Barry played his high school basketball at an athletic powerhouse, De La Salle High School in Concord, California before receiving a basketball scholarship to attend Georgia Tech.",105,500,0.5645424127578735,0.075125,-19.341504863583623,8.767377307339284
ZAB,58,He graduated from New York University`s College of Arts and Sciences in 1953 and received a scholarship to Harvard Law School.,105,500,0.9744258522987366,0.03542857142857142,-18.656972982777017,10.081962596348902
ZAB,59,"At the age of 17, and having barely passed West Point's height requirement for entrance, Grant received a cadetship to the United States Military Academy at West Point, New York, through his U.S.",105,500,0.8956990838050842,-0.14813636363636362,-18.297282906781923,16.119775489201967
ZAB,60,Einstein's relationship with Mileva developed into romance over the next few years.,105,500,0.9969755411148071,-0.036375000000000005,-19.379162320455777,7.067506000719027
ZAB,61,"After Raymond graduated from high school, he enrolled in the ""1Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",105,500,-0.634229838848114,-0.009777777777777778,-17.626566608707137,14.922755310687588
ZAB,62,"In 1928, Reagan entered Eureka College in Eureka, Illinois, majoring in economics and sociology, and graduating in 1932.",105,500,0.9946838021278381,-0.045200000000000004,-19.477696254088446,5.112597235947868
ZAB,63,"He received an A.B. degree in 1938 and a Juris Doctor (J.D.) degree in 1941, both from Harvard University.",105,500,0.9599784016609192,-0.07377777777777778,-18.961561186704746,9.915243941740579
ZAB,64,He kept his Swiss passport for his whole life.,105,500,0.9816311001777649,-0.04314285714285715,-20.02019930127827,3.7447184972514806
ZAB,65,He was educated at a religious Imam Hatip school and at Marmara University's faculty of economics and business.,105,500,0.8032523989677429,-0.09473333333333335,-18.368914914772905,11.57166613146847
ZAB,66,"He was educated at Marlborough College and, in 1910, he graduated from Trinity College, Cambridge in mathematics.",105,500,0.9776647686958313,-0.041916666666666665,-19.415213365145068,5.872301106772809
ZAB,67,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.",105,500,0.9920733571052551,-0.028444444444444446,-18.60647475660353,9.978222367475697
ZAB,68,"Following high school, Cheney earned an academic scholarship and attended Yale University in 1959.",105,500,0.9433788657188416,-0.027666666666666676,-18.91840198931057,9.938666743764658
ZAB,69,"Since then, Miguel has been cast in many major movies, usually in the role of villain.",105,500,0.9986853003501892,-0.07880000000000001,-17.926044376684683,9.705235567276738
ZAB,70,"Mrs. Cheney has a BA with highest honors from Colorado College, an MA from The University of Colorado, and a Ph.D from The University of Wisconsin specializing in British literature.",105,500,0.9891183376312256,0.000833333333333334,-19.692237683753014,5.996090806944459
ZAB,71,"He attended the University of Wisconsin-Madison as a doctoral candidate in political science and completed all required coursework as an ABD, but left and entered politics before completing his thesis.",105,500,-0.9961251616477966,-0.007714285714285717,-19.129150923359077,7.431946100978453
